SessionID,StudentLevel,Discipline,SessionDate,SessionLengthMin,TotalPrompts,TaskType,AI_AssistanceLevel,FinalOutcome,UsedAgain,SatisfactionRating,SessionMonth,SessionDay,Promts_Per_Min,duration_bin,Discipline_mod,StudentLevel_ord
SESSION00377,Graduate,Engineering,2024-09-29,8.47,1,Homework Help,4,Idea Drafted,False,2.4,9,Sunday,0.11806375442739078,6-15,Engineering,2
SESSION00378,Undergraduate,Business,2024-06-25,6.53,2,Homework Help,3,Assignment Completed,True,2.8,6,Tuesday,0.30627871362940273,6-15,Business,1
SESSION00379,Graduate,Engineering,2024-12-09,30.96,6,Homework Help,4,Assignment Completed,True,2.4,12,Monday,0.19379844961240308,31-60,Engineering,2
SESSION00380,Undergraduate,Math,2024-12-21,17.85,5,Writing,3,Assignment Completed,True,5.0,12,Saturday,0.2801120448179272,16-30,Math,1
SESSION00381,Undergraduate,Psychology,2024-08-24,31.31,6,Coding,4,Confused,True,4.1,8,Saturday,0.1916320664324497,31-60,Psychology,1
SESSION00382,Graduate,Math,2024-07-17,18.08,8,Brainstorming,3,Confused,False,3.5,7,Wednesday,0.4424778761061947,16-30,Math,2
SESSION00383,High School,Business,2025-04-23,9.85,3,Coding,4,Assignment Completed,True,3.8,4,Wednesday,0.30456852791878175,6-15,Business,0
SESSION00384,Graduate,Psychology,2025-06-04,33.06,10,Coding,2,Assignment Completed,False,1.1,6,Wednesday,0.3024803387779794,31-60,Psychology,2
SESSION00385,Undergraduate,Psychology,2025-05-13,40.6,9,Studying,2,Assignment Completed,True,2.2,5,Tuesday,0.22167487684729062,31-60,Psychology,1
SESSION00386,High School,Math,2024-07-17,11.01,2,Brainstorming,2,Idea Drafted,True,1.4,7,Wednesday,0.18165304268846502,6-15,Math,0
SESSION00387,Undergraduate,Engineering,2025-04-10,10.49,4,Writing,3,Idea Drafted,False,4.7,4,Thursday,0.3813155386081983,6-15,Engineering,1
SESSION00388,Undergraduate,History,2024-12-19,17.66,4,Coding,2,Idea Drafted,True,2.0,12,Thursday,0.22650056625141562,16-30,History,1
SESSION00389,Undergraduate,Business,2025-01-13,61.31,18,Studying,3,Assignment Completed,True,3.2,1,Monday,0.2935899526993965,60+,Business,1
SESSION00390,Undergraduate,History,2024-10-14,28.8,6,Brainstorming,2,Idea Drafted,True,1.6,10,Monday,0.20833333333333331,16-30,History,1
SESSION00391,Undergraduate,Math,2024-09-11,3.53,1,Coding,3,Assignment Completed,True,4.1,9,Wednesday,0.28328611898017,0-5,Math,1
SESSION00392,Undergraduate,Engineering,2024-12-01,12.87,4,Research,5,Assignment Completed,True,5.0,12,Sunday,0.31080031080031084,6-15,Engineering,1
SESSION00393,Graduate,Engineering,2024-08-05,3.54,1,Writing,4,Assignment Completed,True,4.2,8,Monday,0.2824858757062147,0-5,Engineering,2
SESSION00394,Undergraduate,Psychology,2025-06-01,6.99,2,Coding,2,Assignment Completed,True,2.9,6,Sunday,0.28612303290414876,6-15,Psychology,1
SESSION00395,High School,Biology,2024-10-13,23.69,5,Studying,3,Assignment Completed,True,3.5,10,Sunday,0.21105951878429716,16-30,Biology,0
SESSION00396,High School,Biology,2024-08-17,28.33,12,Coding,5,Confused,False,5.0,8,Saturday,0.4235792446170138,16-30,Biology,0
SESSION00397,High School,History,2024-10-12,22.81,5,Writing,3,Idea Drafted,True,3.7,10,Saturday,0.21920210434020168,16-30,History,0
SESSION00398,Undergraduate,Business,2024-10-10,12.61,5,Homework Help,5,Confused,True,4.2,10,Thursday,0.39651070578905634,6-15,Business,1
SESSION00399,High School,Biology,2024-08-31,5.02,1,Writing,3,Assignment Completed,True,2.3,8,Saturday,0.19920318725099603,6-15,Biology,0
SESSION00400,Graduate,History,2024-12-06,35.16,7,Coding,5,Assignment Completed,True,5.0,12,Friday,0.19908987485779298,31-60,History,2
SESSION00401,Graduate,Biology,2025-04-18,20.06,9,Writing,4,Assignment Completed,True,2.7,4,Friday,0.448654037886341,16-30,Biology,2
SESSION00402,Undergraduate,Engineering,2024-06-29,7.0,2,Coding,3,Assignment Completed,True,2.9,6,Saturday,0.2857142857142857,6-15,Engineering,1
SESSION00403,Graduate,History,2024-12-24,15.1,3,Writing,2,Confused,True,3.7,12,Tuesday,0.19867549668874174,16-30,History,2
SESSION00404,Graduate,History,2025-04-25,24.65,6,Coding,4,Idea Drafted,True,4.3,4,Friday,0.24340770791075053,16-30,History,2
SESSION00405,Undergraduate,Biology,2025-04-16,17.26,3,Writing,4,Idea Drafted,True,4.6,4,Wednesday,0.17381228273464658,16-30,Biology,1
SESSION00406,Graduate,Biology,2025-01-15,5.97,2,Writing,2,Idea Drafted,True,1.0,1,Wednesday,0.33500837520938026,6-15,Biology,2
SESSION00407,Undergraduate,History,2024-07-19,51.62,11,Studying,3,Gave Up,False,3.0,7,Friday,0.21309569934134057,31-60,History,1
SESSION00408,Graduate,Engineering,2025-02-06,3.38,1,Homework Help,2,Assignment Completed,True,2.2,2,Thursday,0.2958579881656805,0-5,Engineering,2
SESSION00409,Undergraduate,Engineering,2024-12-17,10.12,4,Studying,1,Idea Drafted,True,1.0,12,Tuesday,0.3952569169960475,6-15,Engineering,1
SESSION00410,Undergraduate,Engineering,2024-11-06,12.91,4,Coding,3,Confused,False,3.1,11,Wednesday,0.30983733539891556,6-15,Engineering,1
SESSION00411,Graduate,History,2024-10-19,7.62,2,Coding,4,Gave Up,False,5.0,10,Saturday,0.26246719160104987,6-15,History,2
SESSION00412,Undergraduate,Business,2025-03-01,15.6,5,Studying,3,Assignment Completed,False,2.9,3,Saturday,0.32051282051282054,16-30,Business,1
SESSION00413,Undergraduate,History,2024-09-19,17.95,3,Research,2,Assignment Completed,True,2.1,9,Thursday,0.1671309192200557,16-30,History,1
SESSION00414,High School,Business,2024-12-15,62.76,17,Homework Help,4,Idea Drafted,True,3.6,12,Sunday,0.2708731676226896,60+,Business,0
SESSION00415,Undergraduate,Engineering,2024-09-10,8.1,1,Studying,2,Idea Drafted,True,1.0,9,Tuesday,0.1234567901234568,6-15,Engineering,1
SESSION00416,Undergraduate,Psychology,2025-03-18,7.89,1,Studying,4,Assignment Completed,True,4.3,3,Tuesday,0.1267427122940431,6-15,Psychology,1
SESSION00417,Undergraduate,Biology,2025-05-25,9.01,1,Writing,4,Assignment Completed,True,4.3,5,Sunday,0.11098779134295228,6-15,Biology,1
SESSION00418,High School,Engineering,2024-10-09,28.71,6,Homework Help,5,Assignment Completed,True,5.0,10,Wednesday,0.2089864158829676,16-30,Engineering,0
SESSION00419,High School,Psychology,2025-05-16,25.06,6,Homework Help,5,Assignment Completed,True,4.1,5,Friday,0.23942537909018358,16-30,Psychology,0
SESSION00420,Graduate,Biology,2024-12-26,12.02,3,Writing,4,Assignment Completed,True,2.9,12,Thursday,0.24958402662229617,6-15,Biology,2
SESSION00421,Undergraduate,Math,2024-11-22,3.64,1,Coding,2,Idea Drafted,False,2.0,11,Friday,0.2747252747252747,0-5,Math,1
SESSION00422,Undergraduate,Biology,2024-10-06,41.64,20,Homework Help,3,Assignment Completed,False,4.5,10,Sunday,0.4803073967339097,31-60,Biology,1
SESSION00423,Undergraduate,History,2024-08-25,29.96,8,Writing,4,Idea Drafted,False,4.7,8,Sunday,0.26702269692923897,16-30,History,1
SESSION00424,Undergraduate,Math,2024-12-27,40.96,12,Brainstorming,4,Gave Up,True,4.3,12,Friday,0.29296875,31-60,Math,1
SESSION00425,High School,Engineering,2024-09-17,19.56,6,Studying,2,Assignment Completed,True,2.0,9,Tuesday,0.3067484662576687,16-30,Engineering,0
SESSION00426,Graduate,Engineering,2024-12-11,21.57,6,Homework Help,3,Assignment Completed,False,2.3,12,Wednesday,0.27816411682892905,16-30,Engineering,2
SESSION00427,Graduate,Business,2025-06-10,11.4,5,Writing,3,Assignment Completed,True,2.4,6,Tuesday,0.43859649122807015,6-15,Business,2
SESSION00428,Undergraduate,Biology,2024-08-14,33.76,6,Writing,4,Gave Up,False,4.0,8,Wednesday,0.17772511848341233,31-60,Biology,1
SESSION00429,Graduate,Business,2024-06-30,68.09,28,Homework Help,5,Assignment Completed,False,5.0,6,Sunday,0.4112204435306212,60+,Business,2
SESSION00430,Graduate,Business,2025-04-23,92.76,31,Homework Help,2,Idea Drafted,True,1.6,4,Wednesday,0.3341957740405347,60+,Business,2
SESSION00431,Undergraduate,Math,2024-09-23,16.97,3,Studying,4,Assignment Completed,True,3.8,9,Monday,0.1767825574543312,16-30,Math,1
SESSION00432,Undergraduate,Business,2025-03-01,7.47,1,Homework Help,3,Gave Up,False,2.6,3,Saturday,0.13386880856760375,6-15,Business,1
SESSION00433,High School,Computer Science,2024-12-29,27.61,7,Writing,2,Assignment Completed,True,1.3,12,Sunday,0.2535313292285404,16-30,Computer Science,0
SESSION00434,Undergraduate,History,2024-11-20,20.6,6,Studying,2,Confused,False,2.0,11,Wednesday,0.2912621359223301,16-30,History,1
SESSION00435,Graduate,Psychology,2024-09-17,17.54,4,Writing,5,Assignment Completed,True,4.7,9,Tuesday,0.22805017103762829,16-30,Psychology,2
SESSION00436,Undergraduate,Computer Science,2025-01-24,31.93,15,Coding,3,Confused,False,2.6,1,Friday,0.4697776385844034,31-60,Computer Science,1
SESSION00437,High School,Psychology,2025-01-07,26.93,9,Coding,4,Confused,False,3.6,1,Tuesday,0.33419977720014854,16-30,Psychology,0
SESSION00438,Graduate,Computer Science,2025-02-28,20.33,4,Coding,3,Assignment Completed,True,3.0,2,Friday,0.19675356615838663,16-30,Computer Science,2
SESSION00439,High School,Computer Science,2025-06-21,11.36,2,Studying,3,Assignment Completed,True,4.0,6,Saturday,0.17605633802816903,6-15,Computer Science,0
SESSION00440,Undergraduate,Computer Science,2024-08-19,7.84,1,Studying,4,Idea Drafted,True,5.0,8,Monday,0.12755102040816327,6-15,Computer Science,1
SESSION00441,Undergraduate,Psychology,2024-08-05,20.59,8,Writing,3,Assignment Completed,False,2.3,8,Monday,0.3885381253035454,16-30,Psychology,1
SESSION00442,Undergraduate,Math,2024-10-05,18.72,7,Homework Help,5,Assignment Completed,True,4.3,10,Saturday,0.37393162393162394,16-30,Math,1
SESSION00443,Graduate,Engineering,2025-03-31,18.87,8,Coding,3,Idea Drafted,True,3.9,3,Monday,0.42395336512983567,16-30,Engineering,2
SESSION00444,Undergraduate,Computer Science,2024-11-15,11.1,2,Writing,2,Assignment Completed,True,1.8,11,Friday,0.1801801801801802,6-15,Computer Science,1
SESSION00445,Undergraduate,Math,2025-01-12,1.4,1,Homework Help,3,Gave Up,False,2.3,1,Sunday,0.7142857142857143,0-5,Math,1
SESSION00446,Undergraduate,Engineering,2024-09-30,1.25,1,Writing,4,Assignment Completed,True,4.5,9,Monday,0.8,0-5,Engineering,1
SESSION00447,Undergraduate,Psychology,2025-03-18,23.69,6,Coding,4,Idea Drafted,True,4.0,3,Tuesday,0.2532714225411566,16-30,Psychology,1
SESSION00448,Undergraduate,Engineering,2024-08-01,27.31,6,Coding,3,Assignment Completed,True,2.3,8,Thursday,0.21969974368363238,16-30,Engineering,1
SESSION00449,Undergraduate,Psychology,2024-10-07,4.03,1,Brainstorming,3,Assignment Completed,True,2.5,10,Monday,0.24813895781637715,0-5,Psychology,1
SESSION00450,Undergraduate,Business,2025-05-24,19.75,4,Coding,3,Assignment Completed,True,4.3,5,Saturday,0.20253164556962025,16-30,Business,1
SESSION00451,Undergraduate,Engineering,2025-03-06,11.61,4,Homework Help,2,Idea Drafted,True,2.3,3,Thursday,0.34453057708871665,6-15,Engineering,1
SESSION00452,Graduate,Biology,2025-01-10,22.5,10,Studying,3,Confused,False,4.9,1,Friday,0.4444444444444444,16-30,Biology,2
SESSION00453,Undergraduate,Engineering,2025-04-30,22.48,9,Coding,3,Gave Up,True,2.3,4,Wednesday,0.400355871886121,16-30,Engineering,1
SESSION00454,Undergraduate,Engineering,2024-10-22,8.93,2,Writing,3,Assignment Completed,True,4.0,10,Tuesday,0.22396416573348266,6-15,Engineering,1
SESSION00455,High School,Engineering,2025-04-09,5.1,1,Writing,5,Assignment Completed,True,4.1,4,Wednesday,0.19607843137254904,6-15,Engineering,0
SESSION00456,Graduate,Psychology,2024-11-27,31.16,14,Writing,3,Assignment Completed,True,2.6,11,Wednesday,0.4492939666238768,31-60,Psychology,2
SESSION00457,Graduate,Math,2024-07-01,13.58,2,Writing,3,Confused,False,3.7,7,Monday,0.14727540500736377,6-15,Math,2
SESSION00458,Graduate,Math,2024-07-18,17.76,4,Homework Help,2,Assignment Completed,True,2.5,7,Thursday,0.2252252252252252,16-30,Math,2
SESSION00459,Graduate,Engineering,2025-01-30,6.17,1,Coding,3,Idea Drafted,True,4.6,1,Thursday,0.1620745542949757,6-15,Engineering,2
SESSION00460,Graduate,Biology,2025-06-02,21.22,4,Writing,4,Assignment Completed,True,3.0,6,Monday,0.18850141376060323,16-30,Biology,2
SESSION00461,Undergraduate,Business,2024-08-04,11.57,4,Coding,3,Assignment Completed,False,1.4,8,Sunday,0.34572169403630076,6-15,Business,1
SESSION00462,Graduate,Psychology,2024-09-25,30.38,14,Coding,3,Assignment Completed,True,2.5,9,Wednesday,0.4608294930875576,31-60,Psychology,2
SESSION00463,Undergraduate,History,2025-06-08,47.81,20,Studying,4,Confused,False,3.1,6,Sunday,0.4183225266680611,31-60,History,1
SESSION00464,Undergraduate,History,2024-10-11,13.14,4,Writing,5,Assignment Completed,False,4.8,10,Friday,0.30441400304414,6-15,History,1
SESSION00465,High School,Math,2024-09-29,1.38,1,Studying,3,Assignment Completed,True,3.6,9,Sunday,0.7246376811594204,0-5,Math,0
SESSION00466,Undergraduate,Math,2025-05-04,36.05,8,Writing,3,Assignment Completed,True,3.3,5,Sunday,0.22191400832177532,31-60,Math,1
SESSION00467,Undergraduate,History,2024-09-26,0.94,1,Coding,3,Assignment Completed,True,4.5,9,Thursday,1.0638297872340425,0-5,History,1
SESSION00468,Undergraduate,History,2025-04-14,17.44,4,Studying,3,Gave Up,True,2.5,4,Monday,0.2293577981651376,16-30,History,1
SESSION00469,Graduate,Biology,2025-03-10,14.24,4,Writing,5,Idea Drafted,True,5.0,3,Monday,0.2808988764044944,6-15,Biology,2
SESSION00470,High School,Engineering,2025-06-20,5.23,1,Studying,5,Idea Drafted,False,4.5,6,Friday,0.19120458891013384,6-15,Engineering,0
SESSION00471,Undergraduate,Psychology,2025-01-25,11.23,3,Coding,2,Assignment Completed,True,1.4,1,Saturday,0.26714158504007124,6-15,Psychology,1
SESSION00472,Undergraduate,Business,2025-05-22,17.09,3,Research,3,Confused,True,4.2,5,Thursday,0.17554125219426564,16-30,Business,1
SESSION00473,Undergraduate,Business,2025-02-17,24.63,4,Coding,4,Idea Drafted,False,5.0,2,Monday,0.16240357287860333,16-30,Business,1
SESSION00474,Undergraduate,Computer Science,2025-02-02,4.78,1,Research,3,Assignment Completed,True,3.3,2,Sunday,0.20920502092050208,0-5,Computer Science,1
SESSION00475,Graduate,History,2025-04-30,18.57,4,Homework Help,4,Assignment Completed,False,3.7,4,Wednesday,0.21540118470651587,16-30,History,2
SESSION00476,Undergraduate,Business,2025-06-18,8.41,2,Brainstorming,3,Idea Drafted,True,2.3,6,Wednesday,0.23781212841854935,6-15,Business,1
SESSION00477,Graduate,Business,2025-01-15,4.79,1,Studying,4,Idea Drafted,True,3.4,1,Wednesday,0.20876826722338204,0-5,Business,2
SESSION00478,Undergraduate,Engineering,2025-06-17,3.51,1,Writing,3,Assignment Completed,False,3.9,6,Tuesday,0.2849002849002849,0-5,Engineering,1
SESSION00479,Undergraduate,Math,2024-09-03,13.31,3,Studying,2,Idea Drafted,True,1.0,9,Tuesday,0.2253944402704733,6-15,Math,1
SESSION00480,Undergraduate,Engineering,2025-02-22,10.77,2,Studying,3,Idea Drafted,True,3.7,2,Saturday,0.18570102135561747,6-15,Engineering,1
SESSION00481,High School,Business,2025-01-03,5.43,2,Studying,4,Gave Up,True,4.5,1,Friday,0.3683241252302026,6-15,Business,0
SESSION00482,Graduate,Biology,2025-01-15,17.2,6,Homework Help,1,Idea Drafted,True,1.0,1,Wednesday,0.3488372093023256,16-30,Biology,2
SESSION00483,Graduate,History,2024-06-25,11.35,2,Homework Help,2,Assignment Completed,True,2.3,6,Tuesday,0.1762114537444934,6-15,History,2
SESSION00484,Graduate,Engineering,2024-08-20,48.43,13,Coding,4,Idea Drafted,True,3.9,8,Tuesday,0.26842865992153625,31-60,Engineering,2
SESSION00485,Graduate,Math,2024-07-01,20.67,4,Homework Help,4,Confused,True,4.6,7,Monday,0.1935171746492501,16-30,Math,2
SESSION00486,Graduate,History,2024-10-29,19.91,4,Studying,4,Idea Drafted,True,2.9,10,Tuesday,0.20090406830738322,16-30,History,2
SESSION00487,Undergraduate,Biology,2025-04-18,6.9,1,Studying,3,Confused,False,4.3,4,Friday,0.14492753623188406,6-15,Biology,1
SESSION00488,Undergraduate,Business,2025-03-18,50.52,12,Coding,3,Assignment Completed,True,3.4,3,Tuesday,0.2375296912114014,31-60,Business,1
SESSION00489,High School,Psychology,2025-04-18,41.71,8,Coding,3,Assignment Completed,True,2.9,4,Friday,0.1918005274514505,31-60,Psychology,0
SESSION00490,Undergraduate,Engineering,2025-01-25,17.68,4,Homework Help,5,Idea Drafted,True,5.0,1,Saturday,0.22624434389140272,16-30,Engineering,1
SESSION00491,Undergraduate,Computer Science,2024-12-04,16.15,6,Homework Help,3,Assignment Completed,True,2.2,12,Wednesday,0.3715170278637771,16-30,Computer Science,1
SESSION00492,Undergraduate,Engineering,2025-01-30,14.78,3,Writing,4,Gave Up,True,3.1,1,Thursday,0.2029769959404601,6-15,Engineering,1
SESSION00493,Graduate,Psychology,2024-11-03,8.91,2,Studying,3,Assignment Completed,False,3.5,11,Sunday,0.2244668911335578,6-15,Psychology,2
SESSION00494,Undergraduate,History,2024-06-24,6.15,1,Studying,2,Idea Drafted,True,2.2,6,Monday,0.16260162601626016,6-15,History,1
SESSION00495,Undergraduate,Business,2024-12-27,12.57,2,Brainstorming,3,Confused,False,4.3,12,Friday,0.15910898965791567,6-15,Business,1
SESSION00496,High School,Business,2024-09-07,27.04,11,Homework Help,5,Idea Drafted,False,4.2,9,Saturday,0.4068047337278107,16-30,Business,0
SESSION00497,Undergraduate,Computer Science,2024-09-04,19.51,5,Coding,3,Assignment Completed,True,4.4,9,Wednesday,0.2562788313685289,16-30,Computer Science,1
SESSION00498,Undergraduate,Math,2024-08-05,22.96,6,Homework Help,4,Assignment Completed,True,5.0,8,Monday,0.2613240418118467,16-30,Math,1
SESSION00499,Undergraduate,Math,2025-04-04,16.77,5,Writing,2,Assignment Completed,True,1.1,4,Friday,0.2981514609421586,16-30,Math,1
SESSION00500,High School,Biology,2024-10-20,21.51,4,Writing,3,Idea Drafted,True,2.1,10,Sunday,0.18596001859600184,16-30,Biology,0
SESSION00501,Undergraduate,Engineering,2025-03-30,10.67,2,Studying,3,Confused,True,3.0,3,Sunday,0.18744142455482662,6-15,Engineering,1
SESSION00502,High School,History,2025-04-16,51.13,23,Homework Help,3,Assignment Completed,False,1.8,4,Wednesday,0.44983375708977114,31-60,History,0
SESSION00503,Graduate,Business,2024-12-05,3.08,1,Writing,3,Gave Up,False,3.0,12,Thursday,0.3246753246753247,0-5,Business,2
SESSION00504,High School,Engineering,2024-09-29,29.54,5,Brainstorming,5,Idea Drafted,True,4.9,9,Sunday,0.16926201760324983,16-30,Engineering,0
SESSION00505,Undergraduate,Engineering,2025-03-21,0.8,1,Writing,4,Idea Drafted,True,5.0,3,Friday,1.25,0-5,Engineering,1
SESSION00506,Undergraduate,History,2025-05-02,61.64,18,Coding,5,Assignment Completed,True,5.0,5,Friday,0.2920181700194679,60+,History,1
SESSION00507,Undergraduate,History,2024-10-07,15.56,6,Research,4,Confused,False,3.5,10,Monday,0.3856041131105398,16-30,History,1
SESSION00508,Undergraduate,Psychology,2025-02-06,1.73,1,Homework Help,4,Idea Drafted,True,3.5,2,Thursday,0.5780346820809249,0-5,Psychology,1
SESSION00509,Undergraduate,Computer Science,2024-09-09,13.74,4,Writing,1,Assignment Completed,True,1.0,9,Monday,0.29112081513828236,6-15,Computer Science,1
SESSION00510,Undergraduate,Engineering,2025-02-23,27.71,7,Writing,4,Assignment Completed,True,3.8,2,Sunday,0.2526163839769036,16-30,Engineering,1
SESSION00511,Graduate,Business,2024-11-27,1.31,1,Writing,2,Confused,False,2.1,11,Wednesday,0.7633587786259541,0-5,Business,2
SESSION00512,Undergraduate,Computer Science,2025-03-11,8.25,1,Homework Help,4,Assignment Completed,True,5.0,3,Tuesday,0.12121212121212122,6-15,Computer Science,1
SESSION00513,Undergraduate,Engineering,2025-05-16,26.85,10,Coding,3,Idea Drafted,False,4.2,5,Friday,0.37243947858473,16-30,Engineering,1
SESSION00514,High School,Computer Science,2025-02-12,14.84,4,Writing,4,Assignment Completed,True,4.4,2,Wednesday,0.2695417789757412,6-15,Computer Science,0
SESSION00515,Undergraduate,Biology,2025-01-29,19.17,6,Research,4,Idea Drafted,True,3.0,1,Wednesday,0.31298904538341155,16-30,Biology,1
SESSION00516,Undergraduate,Psychology,2025-01-29,39.56,11,Studying,5,Assignment Completed,True,3.9,1,Wednesday,0.2780586450960566,31-60,Psychology,1
SESSION00517,Graduate,Engineering,2024-11-09,20.67,5,Homework Help,4,Idea Drafted,True,4.6,11,Saturday,0.24189646831156264,16-30,Engineering,2
SESSION00518,High School,Math,2024-07-31,18.52,4,Writing,4,Assignment Completed,True,2.9,7,Wednesday,0.2159827213822894,16-30,Math,0
SESSION00519,Undergraduate,Math,2024-11-18,50.57,10,Writing,4,Assignment Completed,False,4.2,11,Monday,0.19774569903104608,31-60,Math,1
SESSION00520,Undergraduate,Engineering,2024-12-24,37.23,17,Coding,4,Assignment Completed,True,4.5,12,Tuesday,0.4566210045662101,31-60,Engineering,1
SESSION00521,Graduate,Math,2025-02-21,16.01,4,Coding,4,Gave Up,False,3.6,2,Friday,0.24984384759525294,16-30,Math,2
SESSION00522,Graduate,Biology,2024-09-08,53.5,13,Homework Help,3,Confused,True,4.5,9,Sunday,0.24299065420560748,31-60,Biology,2
SESSION00523,Undergraduate,Psychology,2025-06-04,9.99,4,Coding,4,Assignment Completed,True,3.4,6,Wednesday,0.40040040040040037,6-15,Psychology,1
SESSION00524,Undergraduate,Biology,2024-09-27,20.51,5,Homework Help,5,Confused,False,4.7,9,Friday,0.24378352023403216,16-30,Biology,1
SESSION00525,Undergraduate,Business,2024-10-28,9.6,3,Writing,3,Assignment Completed,True,2.7,10,Monday,0.3125,6-15,Business,1
SESSION00526,Graduate,History,2024-07-11,10.48,5,Writing,5,Confused,True,5.0,7,Thursday,0.47709923664122134,6-15,History,2
SESSION00527,High School,Biology,2025-05-23,9.91,4,Coding,3,Confused,True,2.8,5,Friday,0.4036326942482341,6-15,Biology,0
SESSION00528,Undergraduate,Engineering,2024-11-01,21.64,4,Writing,3,Idea Drafted,True,4.0,11,Friday,0.18484288354898337,16-30,Engineering,1
SESSION00529,Graduate,Math,2024-11-09,16.81,3,Studying,4,Assignment Completed,True,4.2,11,Saturday,0.17846519928613921,16-30,Math,2
SESSION00530,High School,Computer Science,2024-12-24,25.33,10,Homework Help,2,Assignment Completed,True,1.5,12,Tuesday,0.3947887879984209,16-30,Computer Science,0
SESSION00531,Undergraduate,Math,2025-04-14,9.27,1,Writing,3,Assignment Completed,False,2.2,4,Monday,0.10787486515641856,6-15,Math,1
SESSION00532,Undergraduate,Computer Science,2024-09-25,16.51,6,Coding,3,Idea Drafted,True,3.2,9,Wednesday,0.3634161114476075,16-30,Computer Science,1
SESSION00533,Undergraduate,Business,2025-01-16,15.14,4,Coding,4,Assignment Completed,False,3.3,1,Thursday,0.2642007926023778,16-30,Business,1
SESSION00534,Undergraduate,Biology,2024-10-31,24.39,5,Research,5,Assignment Completed,True,4.2,10,Thursday,0.2050020500205002,16-30,Biology,1
SESSION00535,Undergraduate,Biology,2025-01-01,19.41,5,Writing,3,Idea Drafted,False,3.6,1,Wednesday,0.2575991756826378,16-30,Biology,1
SESSION00536,Undergraduate,Math,2024-09-20,5.73,1,Writing,4,Assignment Completed,True,3.9,9,Friday,0.17452006980802792,6-15,Math,1
SESSION00537,Graduate,Biology,2024-12-08,19.34,4,Studying,4,Confused,False,3.8,12,Sunday,0.20682523267838676,16-30,Biology,2
SESSION00538,Graduate,Psychology,2025-01-28,19.18,4,Writing,1,Idea Drafted,True,1.0,1,Tuesday,0.20855057351407716,16-30,Psychology,2
SESSION00539,Graduate,Computer Science,2024-06-30,16.35,3,Coding,4,Idea Drafted,True,3.8,6,Sunday,0.18348623853211007,16-30,Computer Science,2
SESSION00540,High School,Computer Science,2025-03-18,12.42,2,Studying,2,Idea Drafted,False,1.7,3,Tuesday,0.1610305958132045,6-15,Computer Science,0
SESSION00541,Graduate,Math,2024-07-23,12.5,5,Coding,4,Assignment Completed,False,3.0,7,Tuesday,0.4,6-15,Math,2
SESSION00542,High School,Computer Science,2024-08-03,7.83,2,Research,4,Idea Drafted,True,4.2,8,Saturday,0.2554278416347382,6-15,Computer Science,0
SESSION00543,Undergraduate,Math,2025-01-29,21.31,4,Coding,2,Confused,False,2.2,1,Wednesday,0.18770530267480057,16-30,Math,1
SESSION00544,Undergraduate,Business,2025-06-06,3.01,1,Writing,2,Gave Up,True,1.3,6,Friday,0.33222591362126247,0-5,Business,1
SESSION00545,Graduate,Biology,2024-08-16,10.54,3,Writing,4,Assignment Completed,True,4.5,8,Friday,0.28462998102466797,6-15,Biology,2
SESSION00546,Undergraduate,Biology,2024-09-21,5.27,1,Coding,2,Confused,True,2.4,9,Saturday,0.18975332068311196,6-15,Biology,1
SESSION00547,Undergraduate,Math,2024-11-30,16.64,3,Writing,5,Assignment Completed,True,5.0,11,Saturday,0.18028846153846154,16-30,Math,1
SESSION00548,High School,Biology,2025-05-26,5.41,1,Writing,1,Idea Drafted,True,1.0,5,Monday,0.18484288354898337,6-15,Biology,0
SESSION00549,Graduate,Computer Science,2024-07-11,18.22,6,Writing,4,Confused,False,4.1,7,Thursday,0.32930845225027444,16-30,Computer Science,2
SESSION00550,Graduate,History,2024-09-11,27.69,8,Writing,4,Idea Drafted,False,2.9,9,Wednesday,0.28891296496930297,16-30,History,2
SESSION00551,High School,Biology,2024-12-22,20.9,5,Brainstorming,4,Assignment Completed,True,3.0,12,Sunday,0.23923444976076558,16-30,Biology,0
SESSION00552,Undergraduate,Math,2024-12-01,24.11,10,Writing,2,Assignment Completed,True,3.0,12,Sunday,0.41476565740356697,16-30,Math,1
SESSION00553,Undergraduate,Engineering,2025-01-17,13.43,3,Writing,3,Idea Drafted,True,3.8,1,Friday,0.22338049143708116,6-15,Engineering,1
SESSION00554,Graduate,Math,2025-04-06,4.17,1,Coding,4,Assignment Completed,True,3.4,4,Sunday,0.23980815347721823,0-5,Math,2
SESSION00555,High School,Business,2024-07-22,30.91,7,Coding,4,Idea Drafted,True,5.0,7,Monday,0.22646392753154318,31-60,Business,0
SESSION00556,High School,History,2024-08-02,8.18,2,Coding,3,Confused,True,3.4,8,Friday,0.24449877750611249,6-15,History,0
SESSION00557,Undergraduate,Math,2025-03-15,38.64,13,Coding,4,Assignment Completed,True,5.0,3,Saturday,0.3364389233954451,31-60,Math,1
SESSION00558,Graduate,Psychology,2025-01-23,12.71,4,Homework Help,4,Assignment Completed,True,2.9,1,Thursday,0.3147128245476003,6-15,Psychology,2
SESSION00559,Undergraduate,Computer Science,2024-12-12,18.26,3,Research,4,Idea Drafted,True,4.5,12,Thursday,0.16429353778751368,16-30,Computer Science,1
SESSION00560,Graduate,Computer Science,2025-03-30,7.68,3,Homework Help,4,Assignment Completed,True,5.0,3,Sunday,0.390625,6-15,Computer Science,2
